Year,Grade_Level,Assessment,Program,Board,Sex,Adaptation,IPP,Exemption,Eligible,Math_Score,Math_Level
2012-13,6,M,English,CCRSB,F,,,,Yes,581,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,472,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,630,Level 4
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,504,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,458,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,648,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,430,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,445,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,559,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,475,Level 3
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,488,Level 3
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,404,Level 2
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,429,Level 2
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,413,Level 2
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,569,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,552,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,524,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,420,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,485,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,453,Level 3
2012-13,6,M,English,AVRSB,F,,,,Yes,524,Level 3
2012-13,6,M,English,AVRSB,F,,,,Yes,416,Level 2
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,463,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,467,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,609,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,512,Level 3
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,404,Level 2
2012-13,6,M,English,CCRSB,F,Yes,,,Yes,419,Level 2
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,370,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,517,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,757,Level 4
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,373,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,581,Level 3
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,495,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,F,,,,Yes,521,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,334,Level 1
2012-13,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,,,Yes,494,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,484,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,564,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,693,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,440,Level 2
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,636,Level 4
2012-13,6,M,English,HRSB,F,Yes,,,Yes,395,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,567,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,402,Level 2
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,494,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,413,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,622,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,389,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,544,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,419,Level 2
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,507,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,500,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,411,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,657,Level 4
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,554,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,467,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,580,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,485,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,375,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,443,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,424,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,687,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,500,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,486,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,545,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,633,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,511,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,700,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,578,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,413,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,453,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,553,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,776,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,651,Level 4
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,489,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,626,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,386,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,402,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,537,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,317,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,433,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,677,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,643,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,543,Level 3
2012-13,6,M,English,CCRSB,F,Yes,,,Yes,454,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,555,Level 3
2012-13,6,M,English,SRSB,M,,,,Yes,489,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,431,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,514,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,243,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,467,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,363,Level 1
2012-13,6,M,English,HRSB,F,,,,Yes,528,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,566,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,438,Level 2
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,563,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,524,Level 3
2012-13,6,M,English,CCRSB,F,Yes,,,Yes,451,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,473,Level 3
2012-13,6,M,English,CCRSB,F,Yes,,,Yes,361,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,679,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,435,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,520,Level 3
2012-13,6,M,English,AVRSB,M,,,,Yes,605,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,451,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,538,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,396,Level 2
2012-13,6,M,English,HRSB,M,,,,Yes,478,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,548,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,319,Level 1
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,378,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,427,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,550,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,286,Level 1
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,437,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,593,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,538,Level 3
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,326,Level 1
2013-14,6,M,English,CCRSB,M,,,,Yes,433,Level 2
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,540,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,478,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,597,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,433,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,433,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,607,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,445,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,589,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,525,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,428,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,396,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,635,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,608,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,459,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,629,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,552,Level 3
2012-13,6,M,English,HRSB,M,Yes,,,Yes,455,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,406,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,361,Level 1
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,353,Level 1
2012-13,6,M,English,SSRSB,F,,,,Yes,489,Level 3
2012-13,6,M,English,SSRSB,F,,,,Yes,555,Level 3
2012-13,6,M,English,SSRSB,M,,,,Yes,330,Level 1
2012-13,6,M,English,SSRSB,M,,,,Yes,359,Level 1
2012-13,6,M,English,SSRSB,M,,,,Yes,454,Level 3
2012-13,6,M,English,SSRSB,M,,,,Yes,664,Level 4
2012-13,6,M,English,SSRSB,M,,,,Yes,567,Level 3
2012-13,6,M,English,SSRSB,F,,,,Yes,520,Level 3
2012-13,6,M,English,SSRSB,M,,,,Yes,401,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,356,Level 1
2012-13,6,M,English,SSRSB,M,,,,Yes,377,Level 2
2012-13,6,M,English,SSRSB,F,,,,Yes,443,Level 3
2012-13,6,M,English,SSRSB,F,,,,Yes,372,Level 1
2012-13,6,M,English,SSRSB,F,,,,Yes,457,Level 3
2012-13,6,M,English,SSRSB,M,,,,Yes,500,Level 3
2012-13,6,M,English,SSRSB,F,,,,Yes,530,Level 3
2012-13,6,M,English,TCRSB,M,,,,Yes,408,Level 2
2013-14,6,M,English,TCRSB,M,Yes,,,Yes,,Not enough evidence
2012-13,6,M,English,TCRSB,M,,,,Yes,441,Level 2
2012-13,6,M,English,TCRSB,F,,,,Yes,560,Level 3
2012-13,6,M,English,TCRSB,M,,,,Yes,554,Level 3
2012-13,6,M,English,TCRSB,F,,,,Yes,525,Level 3
2012-13,6,M,English,TCRSB,F,Yes,,,Yes,370,Level 1
2012-13,6,M,English,TCRSB,F,,,,Yes,528,Level 3
2012-13,6,M,French Immersion,TCRSB,M,,,,Yes,554,Level 3
2012-13,6,M,French Immersion,TCRSB,F,Yes,,,Yes,423,Level 2
2012-13,6,M,English,SSRSB,F,Yes,,,Yes,595,Level 3
2012-13,6,M,French Immersion,TCRSB,M,,,,Yes,549,Level 3
2012-13,6,M,French Immersion,TCRSB,F,,,,Yes,514,Level 3
2012-13,6,M,French Immersion,TCRSB,F,,,,Yes,577,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,488,Level 3
2012-13,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,F,,,,Yes,578,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,447,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,565,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,536,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,640,Level 4
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,332,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,424,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,484,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,444,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,340,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,549,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,341,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,543,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,457,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,267,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,489,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,586,Level 3
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,414,Level 2
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,385,Level 2
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,455,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,540,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,616,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,574,Level 3
2012-13,6,M,English,AVRSB,M,,,,Yes,639,Level 4
2012-13,6,M,English,AVRSB,F,,,,Yes,565,Level 3
2012-13,6,M,English,AVRSB,F,,,,Yes,716,Level 4
2012-13,6,M,English,SRSB,F,Yes,,,Yes,434,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,653,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,575,Level 3
2012-13,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,486,Level 3
2012-13,6,M,English,CCRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,611,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,641,Level 4
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,559,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,451,Level 3
2014-15,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,692,Level 4
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,552,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,404,Level 2
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,644,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,406,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,514,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,661,Level 4
2012-13,6,M,English,CCRSB,F,,,Yes,No,,Did not participate
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,617,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,621,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,576,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,596,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,558,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,646,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,623,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,575,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,479,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,800,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,623,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,664,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,639,Level 4
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,505,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,461,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,520,Level 3
2012-13,6,M,English,AVRSB,F,,,,Yes,494,Level 3
2012-13,6,M,English,CCRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,555,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,365,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,530,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,421,Level 2
2012-13,6,M,English,CBVRSB,F,,,,Yes,555,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,560,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,486,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,420,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,670,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,552,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,539,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,490,Level 3
2012-13,6,M,French Immersion,CCRSB,M,,,,Yes,488,Level 3
2012-13,6,M,English,CCRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,415,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,328,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,588,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,548,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,520,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,515,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,533,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,578,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,638,Level 4
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,418,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,506,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,598,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,626,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,508,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,508,Level 3
2012-13,6,M,French Immersion,HRSB,M,Yes,,,Yes,535,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,286,Level 1
2012-13,6,M,English,HRSB,M,,,,Yes,476,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,688,Level 4
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,549,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,684,Level 4
2012-13,6,M,English,HRSB,F,,,,Yes,428,Level 2
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,371,Level 1
2012-13,6,M,English,HRSB,M,Yes,,,Yes,390,Level 2
2012-13,6,M,English,HRSB,M,,,,Yes,466,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,630,Level 4
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,541,Level 3
2012-13,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,AVRSB,M,,,,Yes,644,Level 4
2012-13,6,M,English,CCRSB,M,Yes,,,Yes,646,Level 4
2012-13,6,M,English,CCRSB,F,,,,Yes,433,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,415,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,591,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,691,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,445,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,427,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,435,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,330,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,537,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,536,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,644,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,381,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,647,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,503,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,681,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,534,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,543,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,670,Level 4
2012-13,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,,,Yes,489,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,600,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,499,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,420,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,454,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,532,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,560,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,646,Level 4
2012-13,6,M,English,HRSB,F,,,,Yes,570,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,549,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,507,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,697,Level 4
2012-13,6,M,English,TCRSB,F,,,,Yes,524,Level 3
2012-13,6,M,English,TCRSB,M,,,,Yes,538,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,586,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,718,Level 4
2012-13,6,M,English,HRSB,F,,,,Yes,611,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,681,Level 4
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,587,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,588,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,612,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,520,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,550,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,482,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,545,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,532,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,698,Level 4
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,333,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,385,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,235,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,400,Level 2
2012-13,6,M,English,CCRSB,M,,,,Yes,378,Level 2
2012-13,6,M,English,CCRSB,F,,,,Yes,573,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,461,Level 3
2012-13,6,M,English,CCRSB,F,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,448,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,500,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,M,,,,Yes,352,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,625,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,507,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,592,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,368,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,603,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,516,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,494,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,638,Level 4
2012-13,6,M,English,HRSB,M,Yes,,,Yes,431,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,485,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,471,Level 3
2012-13,6,M,English,HRSB,M,Yes,,,Yes,575,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,631,Level 4
2012-13,6,M,English,CCRSB,M,,,,Yes,486,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,555,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,507,Level 3
2012-13,6,M,French Immersion,CCRSB,F,,,,Yes,486,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,504,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,CCRSB,F,,,,Yes,263,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,524,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,623,Level 3
2012-13,6,M,English,CCRSB,F,,,,Yes,326,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,366,Level 1
2012-13,6,M,English,CCRSB,F,,,,Yes,475,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,529,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,562,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,689,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,518,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,496,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,578,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,581,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,440,Level 2
2012-13,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,Yes,,,Yes,573,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,366,Level 1
2012-13,6,M,English,HRSB,F,,,,Yes,565,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,480,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,603,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,592,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,437,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,515,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,535,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,631,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,529,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,585,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,604,Level 3
2012-13,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,,,Yes,611,Level 3
2012-13,6,M,English,CCRSB,F,Yes,,,Yes,338,Level 1
2012-13,6,M,English,CCRSB,M,,,,Yes,465,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,347,Level 1
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,,,Yes,627,Level 3
2012-13,6,M,English,HRSB,M,Yes,,,Yes,588,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,612,Level 3
2012-13,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,F,,,,Yes,546,Level 3
2012-13,6,M,English,HRSB,F,Yes,,,Yes,499,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,554,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,596,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,714,Level 4
2012-13,6,M,English,HRSB,M,,,,Yes,456,Level 3
2012-13,6,M,English,HRSB,F,Yes,,,Yes,438,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,537,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,435,Level 2
2012-13,6,M,English,HRSB,M,,,,Yes,376,Level 2
